Name,EcoScore,Countries,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11,Category_12,Category_13,Category_14,Category_15,Category_16,Category_17
Muscat du Ventoux,64,['en:france'],Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Boissons alcoolisées,Aliments à base de fruits et de légumes,Vins,Vins mutés,Fruits et produits dérivés,Vins doux,Vins mutés de type vin doux naturel,Fruits,Vins français,Raisins,Muscats,Raisins noirs,Raisins frais,Muscat du Ventoux
Fitou 2014,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Fitou,,,,,,,,,,,
Domaine de la vieille église - Juliénas,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Juliénas,,,,,,,,,,,,
magie d'une terre,39,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Côtes du Rhône,,,,,,,,,,,
Penfold Koonunga Hill Shiraz Cabernet Wine,,"['en:france', 'en:switzerland']",Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Very Fraise Rosé Fraise,,['en:france'],Boissons  Boissons alcoolisées  Vins  Vins rosés  Vins aromatisés  Boissons avec sucre ajouté,en:flavoured-wines,,,,,,,,,,,,,,,
Nuits St-Georges 2009,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Nuits St-Georges,,,,,,,,,,
Vin rosé  rendez vous 2017,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Sangria rouge,24,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons alcoolisées pré-mélangées,Boissons alcoolisées à base de vin,Sangria,,,,,,,,,,,
Côtes du Rhône Prestige,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes du Rhône,,,,,,,,,,,
Pinot noir 2014,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Vin d'Alsace,,,,,,,,,,,
Rouge garance,50,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Art de Vivre Blanc,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Sud de france,,,,,,,,,,,,
Frizzante Prosecco,,"['en:france', 'en:italy']",Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins italiens,Prosecco,,,,,,,,,,,
Beaujolais Nouveau 2016,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Vin blanc de France Sauvignon chastagnac,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Igp pays d'oc gre cinsault,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
2019,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Méditerranée,,,,,,,,,,,
Vin rosé & Citron,38,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés,,,,,,,,,,,,
Montepulciano Villa Rocca,22,"['en:france', 'en:italy']",Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Campagnola Bardolino,,"['en:france', 'en:italy']",Boissons,Boissons alcoolisées,Vins,Vins italiens,,,,,,,,,,,,,
Vin mousseux brut duc d'ardan,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,,,,,,,,,,,,,
Vin blanc,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Tbilvino Qvevris,,"['en:france', 'en:united-kingdom']",Boissons,Boissons alcoolisées,Vins,Vins georgiens,Kakheti,,,,,,,,,,,,
El-Hem... Altesse 2015,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Roussette de Savoie,,,,,,,,,,,
Aishal,,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons sans alcool,Boissons sans sucre ajouté,Vins sans alcool,,,,,,,,,,,
Vielles Vignes,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Vin,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Côteaux d'Aix en Provence AOP 2012 Bio Domaine Saint Estève,61,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Coteaux d'Aix-en-Provence,Vin-rose-bio,,,,,,,,,,
champagne,28,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Vino Tinto Gran Reserva Do Jumilla,30,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Vins espagnols,es:Jumilla,,,,,,,,,,,
,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie,,,,,,,,,,,,
Moscato d’Asti,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins italiens,,,,,,,,,,,,
Riesling Kammerberg,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Calvados Pays d'Auge,60,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,Calvados Pays d'Auge,,,,,,,
Royal Muscat rosé doux,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Vins rosés,Vins mousseux,,,,,,,,,,
Carola pétillante framboise,,['en:france'],Boissons,Boissons alcoolisées,Vins,Boissons gazeuses,Eaux,Vins effervescents,Eaux gazeuses,Eaux aromatisées,Vins pétillant,,,,,,,,
gewurztraminer,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
st Nicolas de Bourgueil,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Vins vinés,,,,,,,,,,,
Change,61,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Fitou Sélection Vieilles Vignes 2016,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Château de Poncié,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Fleurie,,,,,,,,,,,,
Champagne brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Champagne Thibault de Villejames Brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Igp Ardèche Vin Rouge Des Faucheurs,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Champagne brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
La Vigne d'Or,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Champagne Baron Albert,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
A.O.C. Sancerre 2014,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Champagne Comte de la Rochefoucauld,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,,,,,,,,,,
Champagne brut réserve,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Les deux pins Sauvignon 2010,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,Sauvignon,,,,,,,,,,,,
Champagne brut Pierre Moreau - Cuvée premium,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Sélection brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Champagne,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Domaine du palin,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Brut Millésime 2008,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
"Heidsieck & Co Monopole Champagne Blue Top, Brut",23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Clairette de Die,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Clairette de Die,,,,,,,,,,,
Champagne cuvée des moines extra brut,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Champagnes,Champagnes français,Champagnes bruts,,,,,,,,,
Bardolino,,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins italiens,Bardolino,,,,,,,,,,,,
Champagne Blanc de blancs,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Vins effervescents,Champagnes,Champagnes français,Champagnes blancs de blancs,Champagnes premiers crus,,,,,,,
Cuvée du patron,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
marquis de seillan,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vignoble de gascogne,,,,,,,,,,,,
Vin de Bordeaux rouge,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Gewurztraminer,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Gewurtzraminer,Gewürztraminer,,,,,,,,,,,
Wine for… Fish 2013,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Domaine Bastide Saint Rémi,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Saumur Champigny,56,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Boissons à base de vin,,,,,,,,,,,,
Grand vin de Bordeaux,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Huile d'olive vierge extra,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Côte du rhone,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
pinot gris,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Saumur 2012,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Saumur,Saumur rouge,,,,,,,,,,
Pinot gris parfum d automne,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Pinot Gris,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Roussette de savoie,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Roussette de Savoie,,,,,,,,,,,
Pinot gris Fleur d'Automne,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
PINOT GRIS 2019,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
vin de pays de méditerranée,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Pinot gris,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Tiberius,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Pays d'Oc,,,,,,,,,,,
Château Haut Rocher 2006 - Saint-Emilion grand cru,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Saint-émilion,,,,,,,,,,
Vin rouge IGP Pays d'OC Merlot,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
Vin rouge Château du Glana Saint-Julien,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Reserve de l'auzine,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,Boissons sans sucre ajouté,Vin rouge à 12°,,,,,,,,,,,
Merlot,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Saint-estèphe,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Vins du Médoc,Saint-Estèphe,,,,,,,,,
Pineau des Charentes,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
Muscadet sur lie,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Tête de linotte,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Saumur,,,,,,,,,,,,
Vin blanc AOP Muscadet La Chatelière,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Loire,,,,,,,,,,,,
Chablis,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Chablis,,,,,,,,,,
Haut Médoc 2012,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Vins du Médoc,Haut-Médoc,,,,,,,,,,
Enfant terrible 2015,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Mercurey Buissonnier 2015,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Vins blancs,Mercurey,,,,,,,,,
Sucre,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Châtea Les Hugues Saint-Chinian,35,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge de Bordeaux « Saint-Emilion »,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
AOC Alsace Grand Cru Muenchberg riesling 2009,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Alsace Grand Cru,Alsace Grand Cru Muenchberg,Vin d'Alsace,,,,,,,,,,
Bergerac,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bergerac,,,,,,,,,,,
Vin rouge malbec,22,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin rouge AOP Côtes du Rhône villages plan de dieu,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,Côtes du Rhône Villages,,,,,,,,,,,
Maçon villages,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Vins du Mâconnais,Mâcon Villages,,,,,,,,,
Côtes du Rhône 2014,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Beaujolais nouveau,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais,Beaujolais nouveau,,,,,,,,,,,
Domaine du Loou coteaux varois en Provence,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Coteaux Varois en Provence,,,,,,,,,,,,
Duchessa Lia Moscato D'asti 750ML,,"['en:france', 'en:italy']",Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
la roveria méditerranée  vin biologique,53,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rosés,,,,,,,,,,,,,
Comté Tolosan,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Comté Tolosan,,,,,,,,,,,,
Domaine de Haut saint Georges Corbières,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
Beaujolais,55,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Muscadet-Sèvre et Maine,,,,,,,,,,,,
Domaine St Michel - Suze La Rousse,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,Côtes du Rhône Villages,,,,,,,,,,,
Vin rouge bio,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Vin cote du rhone,42,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Cahors 2013,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Cahors,Vins du Sud-Ouest,,,,,,,,,,
le Petit Clos muscadet,60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,,,,,,,,,,,,
Vin rouge 10litres Serre des grives,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,,,,,,,,,,,,,
Saumur Champigny 2015 (12.5%),60,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Saumur-Champigny,Produits AOC,Vins bio,,,,,,,,,,
Rouge Carmin 2017,59,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Crozes-Hermitage,,,,,,,,,,,
Monbazillac,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Monbazillac,,,,,,,,,,,
Vin rouge AOC Bordeaux fût de chêne La Pierre de Peyssard,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,,,,,,,,,,,
Les Libellules du Lac,47,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents,Vins rosés,Vins pétillant,,,,,,,,,,
Vin rouge,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins rouges,,,,,,,,,,,,,
Riesling,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins blancs,,,,,,,,,,,,,
Santenay Vieilles Vignes,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Vins blancs,Santenay,,,,,,,,,
Chateau Haura graves,36,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Bordeaux,Graves,,,,,,,,,,
Corbières,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Corbières,,,,,,,,,,,,
vin les deux chapelles  chante côte,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Grenache - Sinsault 2019,62,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés,Pays d'Oc,,,,,,,,,,,
côtes du Rhône domaine des mille galets,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Côtes du Rhône Valréas domaine de la Font de l’Orme,46,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Côtes du Rhône,,,,,,,,,,,
Sainte Avoye,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,en:Côtes du Jura,,,,,,,,,,,
Klevener De Heiligenstein,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
Champagne Luc Belaire,23,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes,,,,,,,,,,,,
Pollinat,58,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,IGP PAYS D'OC,,,,,,,,,,,
Moulin à Vent 2015,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Moulin-à-Vent,,,,,,,,,,,
Mâcon 2020,34,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins rouges,Vins blancs,Vins du Mâconnais,Vins rosés,Mâcon,,,,,,,
GERARD BERTRAND,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc,,,,,,,,,,,,
vin de pays charentais,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Quincy,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Quincy Val de Loire,,,,,,,,,,,
Côtes de Bergerac,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Côtes de Bergerac,,,,,,,,,,,
Cochon,44,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Quincy Val de Loire,,,,,,,,,,,
sélection des Stéph 2018,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vacqueyras,,,,,,,,,,,,
"Pineau des Charentes, Jules Gautret",37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français,Mistelle,Pineau des Charentes,,,,,,,,,,
vin bourgueil,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgueil,,,,,,,,,,,,
Cote du rhone x6bout,37,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Riesling,,,,,,,,,,,,
Domaine de l'Eglantine Morgon,59,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges,Morgon,,,,,,,,,,,
Château Lataste,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Bordeaux supérieur,,,,,,,,,,,
Bordeaux superieur,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Bordeaux supérieur,,,,,,,,,,,
Côtes du Rhône,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône,,,,,,,,,,,,
Monbazillac,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Monbazillac,,,,,,,,,,,,
Vin d alsace,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
Pouilly-fuissé,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne,Vins blancs,Pouilly-Fuissé,,,,,,,,,,
Gewurztraminer 2018 Vendanges Tardives,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
Gewurztraminer,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
Gewurztraminer,32,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vin d'Alsace,,,,,,,,,,,,
Monbazillac 2013,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs,Monbazillac,,,,,,,,,,,
Château Saint-Martin,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon,,,,,,,,,,,,
Vin hommage de Bonpas,,['en:france'],Boissons,Boissons alcoolisées,Vins,,,,,,,,,,,,,,
Calvados Pays d'Auge XO,60,['en:france'],Boissons,Boissons alcoolisées,Boissons distillés,Vins,Alcools forts,Eaux-de-vie,Vins français,Eaux-de-vie françaises,Calvados,Calvados Pays d'Auge,,,,,,,
Bordeaux 2014,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,,,,,,,,,,,,
Pauillac 1995 Cru Bourgeois,45,['en:france'],Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux,Vins du Médoc,Pauillac,,,,,,,,,,
