Name,EcoScore,Category_1,Category_2,Category_3,Category_4,Category_5
Cote Rhone Rose Expert CL,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Muscadet,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Muscadet-Sèvre et Maine
"La Crypte Lussac Saint-emilion, Vin Rouge, La Bouteille,",33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Méditerranée ,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Méditerranée
Vino. Rosee,,Boissons,Boissons alcoolisées,Vins,,
Merlot pays d'Oc 2014 bio,48.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin merlot,,Boissons,Boissons alcoolisées,Vins,,
"Moulin a vent, les crus du Beaujolais Les Fiefs de l'Abbaille, la bouteille de",33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Coteaux Bourguignons,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Languedoc AOP 2018 Expert Club,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Languedoc
Côtes du rhône BIO,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Entre deux mers,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Rosé Framboise,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Blaye Côtes de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Château Tour de la Vérité 2016,,Boissons,Boissons alcoolisées,Vins,,
Alfred rothschild,36.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Minervois - 2010,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,
D'Une Rosé,34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Île De Beauté,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Île de Beauté
Vin cabernet sauvignon,,Boissons,Boissons alcoolisées,Vins,,
Champagne Brut,33.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Château Haut Fabrègues,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Faugères
Bordeaux Blanc sec,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Côtes du Rhône rose,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Chablis - 2013,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Cru des côtes du rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Chateau Laurou Fronton Rouge &quot;Tradition&quot; 2010,59.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Fitou Rouge,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Grains de vie BIO Vin bio 2011,52.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Rosé Very Melon,37.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,Vins aromatisés
"bordeaux aop, le joli vin de bordeaux 2017",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Pic Loup Cuvee Carra Rouge,,Boissons,Boissons alcoolisées,Vins,,
château morillon,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin rouge Faugères,37.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
,49.0,Boissons,Boissons alcoolisées,Vins,Vins français,
cotes du rhone,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
O,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Champagne Malard cuvée  Premium,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Blanc Aromatique - SAUVIGNON,58.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Sancerre Grande Réserve Vin De La Vallée De La Loire - Blanc - 75 CL - Bio,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux 2018,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Merlot rouge,30.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chateau Pey La Tour,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cabernet Sauvignon,46.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Cabernet d'anjou,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Charles Lafitte Brut 1834,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champagne Brut Rosé,34.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Bordeaux,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Rosé de Loire Hauts Buis,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Loire
Côtes de Provence - 2018,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Cabernet d'Anjou - 2013,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Change,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Muscat de rivesaltes gil d'entraigues,48.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Cotes du rhone village,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Côte de Bergerac moelleux,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Bergerac
Merlot rouge,,Boissons,Boissons alcoolisées,Vins,,
La marouette,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Château Beylie La Croix 2011,42.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Touraine Sauvignon Carrefour,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Rosé bio,,Boissons,Boissons alcoolisées,Vins,,
Champagne Veuve Clicquot Rosé,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Muscadet,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Champagne Blanc de blancs,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
"Banyuls, Vin Doux Naturel, 16°, 75 Centilitres",45.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
V.D.T. Grapvin BLC 11 degrés,,Boissons,Boissons alcoolisées,Vins,,
Bordeaux - blanc sec - 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Bordeaux - 2015,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Paul Jaboulet Aîné Parallèle 45 Côtes Du Rhône 2010,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Crémant d'Alsace - Rosé,33.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crémant d'Alsace
Vin de bordeaux rouge biologique r,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Gros plants du pays Nantais,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Gros plant du Pays nantais
Vin Blanc,45.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Crémant de Bordeaux,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Pinot gris - 2016,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Minervois La Livinière,43.0,Boissons,Boissons alcoolisées,Vins,Vins français,Minervois-La-Livinière
Champagne brut,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champagne cuvée rosé brut,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Grain de Muscat,61.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Chateau latour 2011,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Rasteau 2015,27.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Nicolas Feuillage Cuvée Spéciale,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Les grands lauriers laudun côtes du Rhône,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Moët & Chandon Impérial,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Vin rosé Côtes de Provence 2015,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
vin rosé Saint chinian,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Saint-Chinian
Vin blanc sec,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Vin planete cepages,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Gascogne
VIN MOUSSEUX ITALIEN ,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins italiens
Crozes Hermitage 2013 Sélection Première,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage
Moët & Chandon Impérial Champagne Brut,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin rouge 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Vin de Touraine 2015,,Boissons,Boissons alcoolisées,Vins,,
Montagny 1er Cru 2013,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château La Chapelle Bordeaux,35.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
CHÂTEAU DE MONTGUÉRET CABERNET D'ANJOU,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
CABERNET-SYRAH,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
CHATEAUNEUF DU PAPE,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Châteauneuf-du-Pape
Champagne - Réserve Première,24.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Vin Crozes-hermitage,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château La Jolie 2012 - Bergerac,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
"Expert Club, Chablis, vin blanc, la bouteille de 75",34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Côte du Jura,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
75CL Costieres Nimes Rouge Marcellus 2008,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Champagne Charles VII brut rosé,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
vin,,Boissons,Boissons alcoolisées,Vins,,
Champagne Brut Majeur,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
cabernet d'anjou,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Chateau Cabernet D'anjou 2018 lacheteau,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Chateau La Gordonne Rose,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Perrier Jouet Sparkling Bell Champ Epq Brut,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
75CL Champagne Alfred Rothschild 1990,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
L'héritage de Carillan,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Beaujolais-Villages,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais Villages
Vin rosé Sidi Brahim,25.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
Champagne Grand Brut,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Cahors 2014,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cahors
Chardonnay 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Porto ruby Vieilli en cave,40.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Le Bordeaux de Maucaillou 2011,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne brut réserve,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
AOC Domaine des Fouques,45.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
E.Guigal AOC Côtes Du Rhône Vin blanc,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Charles Heidsieck Brut Reserve Champagne,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champoreau,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Le prieur des Augustins,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
G.H. MUMM CHAMPAGNE Cordon Rouge,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Pinot Blanc Cuvée Particulière,36.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Cinsault Cabernet 2016,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Pollinat,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Champagne Brut Millésimé 2012,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
"Bourgueil, Vin Rouge, La Bouteille, 75cl",34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgueil
Médoc,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Cabernet d'Anjou - Médaille d'or,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Cabernet d'Anjou
Côteaux Bourguignons,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Côtes du Rhône,65.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
cotes de bourg,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chiaretto Di Bardolino,,Boissons,Boissons alcoolisées,Vins,Vins italiens,
Vin blanc sec,40.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,Vins blancs secs
Chardonnay,39.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Crèmant de Bordeaux,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Georges Bertrand Corbières,44.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
vin,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Jurançon,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Jurançon sec
Chateau d'hanteillan,,Boissons,Boissons alcoolisées,Vins,,
Chateau Grand Clapeau,,Boissons,Boissons alcoolisées,Vins,,
vin passe tout grain,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
"Tsarine Champagne Brut 1er Cru 12, 5° -75cl",23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Champagne Premier cru,45.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Clairette De Die tradition prestige demi sec,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
terra nostra,,Boissons,Boissons alcoolisées,Vins,,
Manzanilla muy fina de sanlúcar de barrameda,,Boissons,Boissons alcoolisées,Vins,Vins espagnols,es:Manzanilla-Sanlúcar de Barrameda
Champagne Cuvée Reservée Demi-sec,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Bordeaux 2015,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,en:bordeaux
Montbazan Aop 75CL Rouge,60.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bordeaux
Blanc de blancs demi-sec,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Vins mousseux
Bourgogne Pinot noir,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
côtes du Rhône vin rouge,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin blanc pouilly fuissé,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Chianti 2011,,Boissons,Boissons alcoolisées,Vins,Vins italiens,Chianti
Champagne demi-sec,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Bandil,,Boissons,Boissons alcoolisées,Vins,,
Vouvray demi-sec A.O.C.,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Guilhem,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Muscat moelleux,45.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins doux
Rosé bandol,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bandol
"BANDOL, Bandol Fine Fleur, vin rose, la bouteille de 75",34.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Pommery Brut Rosé x1,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Excellence brut,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Beaujolais-Villages Nouveau,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Beaujolais
Champagne Ruinart R Brut Magnum,23.0,Boissons,Boissons alcoolisées,Vins,Vins effervescents,Champagnes
Sauvignon,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Pays d'Oc
Grenache - Syrah,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Vin rouge,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Minervois
Clairette de die,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins effervescents
Vin Vacqueyras,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château Vannières,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes de Provence
Muscadet Sèvres-et-Maine sur Lie,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Muscadet-Sèvre et Maine
Vin de Savoie 2015 Apremont,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château d'ombrage,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Peyrassol,47.0,Boissons,Boissons alcoolisées,Vins,Vins rosés,
"Ventoux Cuvée 3 Messes Basses 13, 5° -75cl",32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Ventoux
château Moulin de Mallet Bordeaux,27.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Picpoul de Pinet 2017,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Picpoul de Pinet
Vin rosé,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
"Gewurstraminer 2008, Vin Blanc D'alsace, La Bouteille De 750ml",25.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Morgon,,Boissons,Boissons alcoolisées,Vins,,
Côte-rôtie,37.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côte Rôtie
Vin blanc,28.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Prosecco D.O.C,,Boissons,Boissons alcoolisées,Vins,Vins italiens,Prosecco
St Amour maison Coquard Beaujolais rouge 13°,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Beaumont Haut Médoc 2016,,Boissons,Boissons alcoolisées,Vins,,
Chateau Courac,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Vin Le grand méchant loup,,Boissons,Boissons alcoolisées,Vins,,
Chateau des applanats,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Chateau la marzelle,,Boissons,Boissons alcoolisées,Vins,,
Arbin Mondeuse - Château de Mérande,37.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Chateau Roquefeuille,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,
Château moulu de vignolle,,Boissons,Boissons alcoolisées,Vins,,
Chateau Maucaillou,,Boissons,Boissons alcoolisées,Vins,,
Chateau Candastre,,Boissons,Boissons alcoolisées,Vins,,
Saint Veran,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Château La Grange d'Orléan,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Meursault AOC Louis Jadot,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Bourgogne
Château Aigues Vives,65.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
château roc de levraut,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge 2015,22.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Abbaye st Hilaire,47.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Crozes Hermitage Blanc - Guigal 10,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Crozes-Hermitage
Tautavel Réserve,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon
Corbières,,Boissons,Boissons alcoolisées,Vins,,
Le bonheur,36.0,Boissons,Boissons alcoolisées,Vins,Vins rouges,
Sancerre,23.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Trilles - Vin de France - Rouge fruité,42.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Côtés du Roussillon villages,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Roussillon
Château l'Hospitalet La Reserve,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rosés
Cava Semi Seco,,Boissons,Boissons alcoolisées,Vins,Vins effervescents,
Pineau des Charentes,45.0,Boissons,Boissons alcoolisées,Vins,Vins mutés,Vins français
cadillac cotes de Bordeaux,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Vin rouge,31.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Tariquet,29.0,Boissons,Boissons alcoolisées,Vins,Vins blancs,
Château la serpe,,Boissons,Boissons alcoolisées,Vins,,
Château maucaillou 2015,,Boissons,Boissons alcoolisées,Vins,,
Fronsac,36.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Autrement,61.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Château la Sauvageonne Les Ruffles,62.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
Château Pique-Sègue - Montravel 2011,45.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins blancs
Baumes de Venise,32.0,Boissons,Boissons alcoolisées,Vins,Vins français,Côtes du Rhône
Vieilles vignes 2012,44.0,Boissons,Boissons alcoolisées,Vins,Vins français,Vins rouges
